German,English
schrauben,screws
niki,niki
sitzungen,sessions
strömen,flow
joes,joes
gebote,bids
prämie,premium
betrat,entered
his,his
nathalie,Nathalie
amis,Americans
kuscheln,cuddle
kriegsgericht,court-martial
zerreißt,tears
minimum,minimum
hochziehen,pull up
definiert,defined
inszeniert,staged
einsetzt,uses
corps,corps
heile,healed
scheu,shy
laterne,lantern
demnach,according to
jagst,hunt
anzufassen,to touch
globale,global
bayern,Bavaria
teuerste,most expensive
billie,billie
jahrgang,vintage
männlicher,male
gandalf,Gandalf
stay,stay
beihilfe,aid
tracht,traditional costume
legion,legion
aufbringen,apply
pharao,pharaoh
pflegte,used to
eingebracht,introduced
yankee,Yankee
konvoi,convoy
morton,morton
pole,pole
geringe,low
lungenentzündung,pneumonia
organ,organ
jugendamt,youth welfare office
scherben,shards
gretel,Gretel
ferrari,Ferrari
bewundernswert,admirable
befinde,located
blamieren,embarrass
plattform,platform
grande,grand
waschbecken,bathroom sink
sitten,customs
riskierst,risk
hazel,hazel
angeführt,listed
madeline,Madeline
schmuggler,smuggler
jaguar,jaguar
spannungsgeladene,tension-filled
meckern,complain
aufschrei,outcry
untreu,unfaithful
halbwegs,somewhat
scheißkerle,bastards
micah,micah
eintrifft,arrives
unterbringen,accommodate
hinhalten,stalling
miez,cat
director,director
versetzung,transfer
escobar,Escobar
rummachen,making out
gespür,flair
hausmädchen,maid
streck,stretch
zusätzlichen,additional
ausfahrt,exit
rechtmäßig,lawfully
wiederhergestellt,restored
reale,real
sowjets,Soviets
zubereitet,prepared
filter,filter
werwölfe,werewolves
boah,wow
clem,clem
olaf,Olaf
weihnachtsgeschenk,Christmas present
pilar,pilar
gladys,gladys
vierzehn,fourteen
pimmel,willie
geschmuggelt,smuggled
notfalls,if necessary
entzogen,withdrawn
kristen,Kristen
davey,Davey
jahrzehnten,decades
bryan,Bryan
siege,victories
psychisch,psychological
durchfall,diarrhea
abschießen,shoot
wiener,Viennese
bademantel,bathrobe
edel,noble
mrt,MRI
wehrt,defends
langweilige,boring
kanns,can
sponsor,sponsor
bereiche,areas
wiederherstellen,restore
ballons,balloons
betete,prayed
rückstand,residue
disneyland,Disneyland
behindern,hinder
aurora,aurora
garak,garage
bösartig,malign
bezogen,related
siedler,settlers
junggeselle,bachelor
hats,hats
audienz,audience
vielversprechend,very promising
linc,linc
jacobs,Jacobs
grobe,rough
putze,clean
überwiesen,transferred
constance,Constance
havanna,Havana
gehaltserhöhung,salary increase
indianern,Indians
lorna,Lorna
zufälle,coincidences
durchschneiden,cut
liberty,liberty
manfred,Manfred
verehren,worship
ebenen,levels
ami,ami
bam,bam
donnern,thunder
quadranten,quadrant
porsche,Porsche
lotto,lotto
fusco,fusco
sympathie,sympathy
schöneres,more beautiful
erfülle,fulfill
pur,pure
aufgefordert,requested
kitzelt,tickles
eingeholt,obtained
nebraska,Nebraska
verzweifelte,desperate
esszimmer,dining room
vorkehrungen,precautions
muse,muse
herrschte,prevailed
intelligenter,intelligent
entschädigung,compensation
wundere,wonder
eigenhändig,hand
aufdringlich,intrusive
hergeben,give up
chu,chu
schwachköpfe,idiots
verpasste,missed
therapeutin,therapist
bluff,bluff
europäischen,European
bequemer,comfortable
verdirbt,spoils
malerei,painting
chevy,Chevy
magda,Magda
betreuer,supervisor
fledermäuse,bats
angeschlagen,damaged
verlag,publisher
lest,read
rausbekommen,find out
siegt,wins
rod,rod
norton,Norton
mabel,Mabel
ertränkt,drowned
verwöhnen,pamper
gegraben,dug
smiley,smiley
eingeführt,introduced
verschlingen,devour
weibt,women
spike,spike
gänse,geese
renee,renee
zurückzubekommen,to get back
schnabel,beak
befugt,authorized
klickt,click
abliefern,deliver
anbringen,attach
werten,value
entspannung,relaxation
halunke,scoundrel
schrein,shrine
gemahl,husband
vernünftiger,reasonable
roh,raw
kalter,cold
heft,notebook
wegschicken,send away
kenji,Kenji
gebraten,fried
publicity,publicity
vorstelle,imagine
wellington,Wellington
sarkasmus,sarcasm
frist,deadline
superhelden,superheroes
eigenem,own
gasthaus,inn
davongekommen,escaped
abwärts,down
bestelle,order
coleman,Coleman
erfolge,successes
mutanten,mutants
krypton,krypton
françoise,Françoise
wärmen,warm
vollidioten,complete idiots
mitfahrgelegenheit,carpooling
sterblichen,mortal
sergej,Sergej
decker,decker
traktor,tractor
schlaftabletten,sleeping pills
wichtigkeit,importance
unterhalt,maintenance
brauchtest,needed
dubois,dubois
grüßt,Greetings
renovieren,renovate
demut,humility
mücken,mosquitoes
dickes,thick
beantragt,applied for
linker,left
erfrieren,freeze
huang,huang
head,head
gezweifelt,doubts
bbc,BBC
dargestellt,shown
busse,buses
jeglicher,any
schnallen,buckles
meldungen,reports
unglücklichen,unfortunate
glotzen,stare
verständigt,notified
orion,Orion
menü,menu
weiterziehen,move on
nachhause,home
möse,cunt
stacey,Stacey
donnergrollen,thunder rumble
frodo,Frodo
verzerrt,distorted
losgegangen,started
pennen,sleep
free,free
aufgegessen,eaten
einfall,incidence
südlichen,southern
wolfgang,wolfgang
stärkere,stronger
vergibt,awards
hochkommen,come up
reh,deer
überwältigen,overwhelm
brave,brave
iii,iii
solomon,Solomon
señorita,señorita
campen,camp
krankenschwestern,nurses
reservieren,reserve
ultraschall,ultrasonic
lambert,Lambert
passenden,suitable
temperaturen,temperatures
verschwommen,blurred
geborgen,rescued
brich,break
bedanke,thank you
schwefel,sulfur
lasagne,lasagne
knallhart,hardcore
repräsentiert,represents
luzifer,Lucifer
strauß,bouquet
playboy,playboy
splitter,splinter
überfällig,overdue
nahmst,took
stinkenden,stinking
außenposten,outpost
vegetarier,vegetarian
pi,pi
winken,waving
schuften,toil
überlebe,survive
wegzunehmen,to remove
adalind,adalind
herüber,over
ermordeten,murdered
schnitte,cuts
schwimmbad,swimming pool
finster,dark
tötung,killing
ahnt,suspects
unsichtbaren,invisible
exempel,example
blackout,blackout
tribut,tribute
unkraut,weed
disco,disco
enthüllt,unveiled
herausfordern,challenge
lebwohl,goodbye
verzichtet,waived
träne,tear
vorstellungskraft,imagination
beschossen,shelled
indizien,evidence
überwachungskamera,surveillance camera
springer,springer
ungeachtet,regardless
wütender,angrier
einhorn,unicorn
sibirien,Siberia
morning,morning
cook,cook
mc,mc
kriecht,crawls
crow,crow
ohrfeige,slap
showtime,show time
wahnsinnigen,insane
anklopfen,knock
bliebe,remain
bergab,downhill
klartext,plain text
aufführen,perform
gewickelt,wrapped
merlyn,Merlyn
budapest,Budapest
geschleppt,towed
geärgert,annoyed
verwischen,blur
abrechnung,invoice
open,open
stabilisiert,stabilized
libby,libby
verübeln,resent
cambridge,Cambridge
marschall,marshal
vorrang,priority
gegriffen,grabbed
katz,cat
mindy,mindy
lauert,lurks
entsorgen,dispose
attackiert,attacked
leinen,linen
vernon,Vernon
woraus,from which
lokalisiert,localized
peilsender,tracking beacon
zauberhaft,magical
ähneln,resemble
bub,boy
aussichten,prospects
zelte,tents
jaime,Jaime
weihnachtsbaum,Christmas tree
antlitz,face
klon,clone
taktische,tactical
göttlich,divine
ertappt,caught
geschmacklos,tasteless
herauskommt,comes out
anerkennen,recognize
rubel,ruble
expertin,expert
jh,jh
cockpit,cockpit
mobile,mobile
plakat,poster
vermietet,rented
albernen,silly
weinend,weeping
piano,piano
castiel,castiel
leah,leah
ansetzen,to
scheißding,Shitty thing
fawlty,fawlty
melone,melon
schwesterchen,little sister
scharfschütze,sniper
verjagen,chase away
schafften,managed
erzbischof,archbishop
gutaussehend,good-looking
umgehauen,knocked out
meere,seas
katrin,Katrin
ausgraben,dig up
schraube,screw
ohrring,earring
unteroffizier,non-commissioned officer
abgeordneten,delegates
pascha,Pasha
reinkam,came in
aufgibt,gives up
buchstabieren,spell
erdgeschoss,ground floor
heiter,cheerful
vorspiel,foreplay
jadzia,jadzia
bezaubernde,enchanting
ausländischen,foreign
fundament,foundation
troi,troi
aufgesetzt,set up
krumm,crooked
sauna,sauna
schrottplatz,junkyard
offenbaren,reveal
undeutlich,indistinct
grässlich,horrible
ordentliche,proper
dusty,dusty
hinterhof,backyard
angriffs,attack
heimatstadt,hometown
dümmer,dumber
reitest,ride
verspielt,playful
opium,opium
fingernägel,fingernails
scherzt,jokes
eintauschen,exchange
anleitung,directions
verwundete,wounded
zweig,branch
zange,tongs
webseite,website
kanalisation,sewage system
hurensöhne,sons of whores
lebensgefahr,life-threatening
vulgär,vulgar
beben,tremble
sogenannte,so-called
deeks,deeks
keep,keep
großmaul,big mouth
dulde,tolerate
nachdenkt,thinks
about,about
niedergebrannt,burned down
schacht,shaft
lucien,Lucien
gemahlin,wife
henrys,Henry's
babysitten,babysitting
zugemacht,closed
winters,winters
walters,Walters
zaubertrank,magic potion
pepe,Pepe
einsicht,insight
angus,Angus
glänzend,glittering
ahhh,ahhh
tätigen,do
webster,Webster
angelina,Angelina
jämmerlich,miserable
hineingezogen,drawn in
stahlen,stole
langweiligen,boring
clinton,Clinton
tornado,tornado
ziva,ziva
katrina,Katrina
bestürzt,dismayed
feierlich,solemnly
erkundigt,inquired
vereinten,united
flüchtige,fleeting
ausgezeichneter,excellent
treibe,drive
schrotflinte,shotgun
waschlappen,washcloth
fairen,fair
rossi,Rossi
jag,hunt
tresorraum,vault
bombardiert,bombed
vorbestraft,prior conviction
recherche,research
videospiele,video games
läge,would be
augenblicke,moments
lilith,Lilith
kaff,coffee
summers,summers
poet,poet
versprechungen,promises
ba,ba
beistehen,to assist
priya,Priya
endlose,endless
ping,ping
vikaay,vikaay
spielsachen,toys
dalli,dalli
problems,problems
aufgegangen,opened
fairer,fair
verehrter,esteemed
dreckschwein,filthy pig
zylinder,cylinder
brech,break
persönlichkeiten,personalities
randolph,Randolph
modelle,models
geschwängert,pregnant
gläschen,small glass
vorliegen,are
physische,physical
lauern,lurking
castro,Castro
lover,lover
sissi,Sissi
zünde,over
obdachlos,homeless
merkwürdiger,strange
ununterbrochen,continuously
zdf,ZDF
gerichte,dishes
bedeutend,significant
schwerste,heaviest
morddezernat,homicide division
whiteywhiteman,whiteywhiteman
vizepräsidenten,vice presidents
mustang,mustang
ineinander,interlocking
friert,freezes
üblicherweise,usually
tschuldige,Sorry
waage,scale
verkabelt,wired
lieferanten,suppliers
schmeiße,throw
weston,Weston
aufessen,eat up
geizig,stingy
präsidium,presidium
tyrannei,tyranny
krähe,crow
tiefes,deep
skript,script
diamond,diamond
kakerlaken,cockroaches
gewendet,turned
unvermeidlich,inevitable
gral,grail
knarrt,creaks
klassen,classes
zusammenbrechen,collapse
mittels,by
vormund,guardian
again,again
geschubst,pushed
geheimer,secret
nachteil,disadvantage
anheuern,hire
erweitert,expanded
fälschen,forgery
murmelt,murmurs
elle,elle
automatische,automatic
anführen,lead
verschlagen,cunning
verarbeitet,processed
gomez,Gomez
kälter,colder
offensive,offensive
werf,throw
unfreundlich,unfriendly
aktiviere,activate
installieren,install
wahnvorstellungen,delusions
gezeugt,conceived
exzellente,excellent
bowling,bowling
solang,as long as
thad,thad
begabung,talent
revoir,goodbye
iq,iq
auferstehung,resurrection
athen,Athens
ausländische,foreign
heikel,delicate
helmut,Helmut
pasta,pasta
schwörst,swear
altmodische,old-fashioned
garth,garth
anzutun,to do
think,think
ya,yes
foul,foul
obdachlose,homeless
gegengift,antidote
ermutigt,encouraged
tschau,bye
spalt,gap
geschäftliche,business
romane,novels
zügen,trains
gekotzt,vomited
überweisen,transfer
maschinengewehr,machine gun
wau,woof
nobel,Nobel
imbiss,snack
faktor,factor
beecher,beecher
wortwörtlich,literally
schiebe,push
akku,battery
zurückgeschickt,returned
vermag,able to
sehnt,longs
spukt,haunts
sergei,Sergei
beauty,beauty
feuchten,damp
honorar,fee
kamel,camel
handschuhfach,glove compartment
finanzierung,financing
jed,each
gerichtshof,court
landstreicher,vagrant
verfasst,written
sowjetischen,Soviet
aufregendes,exciting
glaubwürdig,credible
jahrmarkt,fair
grundsätzlich,basically
weide,pasture
alabama,Alabama
schnürsenkel,shoelaces
zurückverfolgt,traced back
krusty,krusty
elenden,wretched
kreuzfahrt,cruise
alberne,silly
oslo,Oslo
bedenke,consider
mitgespielt,played
gebieten,areas
jacqueline,Jacqueline
bemühe,try
epidemie,epidemic
sperr,lock
bellamy,bellamy
volltrottel,complete idiot
neige,tend to
gekratzt,scratched
handlanger,henchman
lebensende,end of life
positiven,positive
weckst,wake up
eingestiegen,boarded
alpen,Alps
hindernisse,obstacles
kläre,clarify
unterwerfen,subdue
schwaches,weak
dünner,thinner
symptom,symptom
oberhaupt,head
kilometern,kilometers
anbietet,offers
waffeln,waffles
cecil,Cecil
kaiserlichen,imperial
schlussfolgerung,conclusion
ugh,ugh
haufenweise,heaps
stiegen,rose
reingegangen,went in
verdächtiges,suspicious
kraftwerk,power plant
sergio,Sergio
wiesel,weasel
nova,nova
aufgeteilt,divided
aires,airs
verkauften,sold
bezeichnung,designation
besiegelt,sealed
hocken,squat
dixie,dixie
infanterie,infantry
fußstapfen,footsteps
hautfarbe,skin color
erneuern,renew
sexualität,sexuality
bäh,yuck
shows,shows
samir,Samir
spielverderber,spoilsport
frustrierend,frustrating
nachsitzen,detention
kleineren,smaller
ilona,Ilona
geduscht,showered
auffressen,eat
palästina,Palestine
rabe,raven
renoviert,renovated
been,been
muriel,Muriel
kassiert,collected
atlantis,Atlantis
politischer,political
hoyt,hoyt
stehle,steal
unternehmens,company
klügste,smartest
nachsichtig,lenient
patrioten,patriots
handynummer,mobile number
lump,lump
saubermachen,clean up
sherwood,Sherwood
order,order
matte,mat
gesteuert,controlled
reno,reno
gurt,belt
chapman,Chapman
begegnete,encountered
selbstständig,self-employed
ermutigen,encourage
son,son
stifte,pens
bescheidenen,modest
exemplare,copies
talbot,Talbot
aufzuräumen,to tidy up
dreist,brazen
gepinkelt,peed
stande,stood
gesehene,seen
taucher,diver
maryland,Maryland
asterix,asterix
hockey,hockey
brise,breeze
hoffst,hope
kreuze,crosses
vermont,Vermont
verbesserung,improvement
fargo,Fargo
nachsicht,indulgence
marlowe,Marlowe
unbedeutend,insignificant
geisteskrank,mentally ill
vorsingen,audition
tauchst,dive
wohnmobil,motorhome
neigung,inclination
vito,vito
kreuzzug,crusade
untergetaucht,submerged
durchgekommen,got through
feigen,figs
truman,Truman
batiatus,batiatus
prostituierten,prostitutes
perversling,pervert
kreide,chalk
leckeres,delicious
troll,troll
berta,Berta
trucks,trucks
landsleute,compatriots
saugt,sucks
hero,hero
sammelte,collected
aufzuklären,to clarify
neugierde,curiosity
reinstecken,insert
übelkeit,nausea
casper,Casper
galaxis,galaxy
bankräuber,bank robbers
wiedererkannt,recognized
bordeaux,Bordeaux
kräftiger,stronger
lebendige,lively
schwiegertochter,daughter-in-law
freute,rejoiced
abteil,compartment
jahrzehnt,decade
durchsetzen,push through
pearson,pearson
behandelte,treated
ausblick,outlook
glaubwürdigkeit,credibility
geoffrey,Geoffrey
amateure,amateurs
weiblicher,female
pracht,splendor
antenne,antenna
fire,fire
drucker,printer
vermehren,multiply
lagst,lay
erlebte,experienced
kiss,kiss
müßte,would have to
gaston,gaston
hundertprozentig,one hundred percent
shampoo,shampoo
ärmste,poorest
schwuchteln,faggots
funktionen,functions
zärtlichkeit,tenderness
teri,teri
tex,tex
erzielen,achieve
meldest,report
wesentlichen,essential
teures,expensive
aufzutauchen,to appear
unvernünftig,unreasonable
neujahr,New Year
ram,R.A.M
titanic,Titanic
agieren,act
riemen,belt
avatar,avatar
angehörige,relatives
fegefeuer,purgatory
längste,longest
zitterst,tremble
oliven,olives
rannten,ran
generäle,generals
bestätigte,confirmed
mini,mini
lolita,Lolita
tröstet,comforts
beat,beat
schwachstelle,weak point
apotheker,pharmacist
schwingt,swings
toren,tors
auszahlen,pay out
aufschneiden,cut open
dienerin,maid
brüderchen,little brother
knüppel,stick
ruhiges,quiet
gefroren,frozen
buffet,buffet
brother,brother
zaren,tsars
riff,reef
traktorstrahl,tractor beam
zitiert,quoted
mördern,murderers
steroide,steroids
gebrochenes,broken
faszinierende,fascinating
tasha,Tasha
machete,machete
guido,Guido
männlichkeit,masculinity
miau,meow
serviette,napkin
bescheuerte,stupid
suzy,suzy
missachtung,disregard
beschimpft,insulted
pickel,pimple
atlantik,Atlantic
aussterben,extinction
chung,chung
terminal,terminal
casa,casa
anschreien,shouting
hämmern,hammer
hopper,hopper
alarmieren,alert
darby,darby
abschiedsbrief,farewell letter
kerls,guys
beleuchtung,lighting
herausholen,extract
wohlergehen,well-being
bumst,fucks
verriet,revealed
gino,Gino
mccarthy,McCarthy
amtes,office
besagen,say
einspringen,step in
va,va
existierte,existed
barfuß,barefoot
met,met
meilenweit,miles away
franken,francs
rechnet,calculates
brandstiftung,arson
blockade,blockade
füttere,feed
mer,more
ausgerichtet,aligned
underwood,underwood
spitz,pointed
gedankt,thank you
pol,pole
gossip,gossip
stichwort,keyword
rain,rain
hacke,hoe
dasein,to be there
pyramide,pyramid
entführte,kidnapped
spannen,tension
velma,velma
überlegst,are you considering
abzunehmen,to lose weight
schickes,stylish
anmut,grace
divya,divya
sea,sea
dock,dock
autorisiert,authorized
kleiden,dress
holger,holger
partikel,particles
wecke,wake up
murph,Murphy
livia,Livia
flehen,plead
barbecue,barbecue
patsche,patsch
mercy,mercy
füttert,feeds
cheyenne,Cheyenne
evidence,evidence
widerspricht,contradicts
ordnen,arrange
sizilien,Sicily
verschenken,to give away
lockerer,looser
propaganda,propaganda
gewässer,bodies of water
landeten,landed
anonyme,anonymous
verschone,spare
tollste,greatest
